gene_names	gene_ids	imputed.log2.LFQ.intensity.00h_1	imputed.log2.LFQ.intensity.00h_2	imputed.log2.LFQ.intensity.00h_3	imputed.log2.LFQ.intensity.00h_4	imputed.log2.LFQ.intensity.01h_1	imputed.log2.LFQ.intensity.01h_2	imputed.log2.LFQ.intensity.01h_3	imputed.log2.LFQ.intensity.01h_4	imputed.log2.LFQ.intensity.02h_1	imputed.log2.LFQ.intensity.02h_2	imputed.log2.LFQ.intensity.02h_3	imputed.log2.LFQ.intensity.02h_4	imputed.log2.LFQ.intensity.03h_1	imputed.log2.LFQ.intensity.03h_2	imputed.log2.LFQ.intensity.03h_3	imputed.log2.LFQ.intensity.03h_4	imputed.log2.LFQ.intensity.04h_1	imputed.log2.LFQ.intensity.04h_2	imputed.log2.LFQ.intensity.04h_3	imputed.log2.LFQ.intensity.04h_4	imputed.log2.LFQ.intensity.05h_1	imputed.log2.LFQ.intensity.05h_2	imputed.log2.LFQ.intensity.05h_3	imputed.log2.LFQ.intensity.05h_4	imputed.log2.LFQ.intensity.06h_1	imputed.log2.LFQ.intensity.06h_2	imputed.log2.LFQ.intensity.06h_3	imputed.log2.LFQ.intensity.06h_4	imputed.log2.LFQ.intensity.08h_1	imputed.log2.LFQ.intensity.08h_2	imputed.log2.LFQ.intensity.08h_3	imputed.log2.LFQ.intensity.08h_4	imputed.log2.LFQ.intensity.10h_1	imputed.log2.LFQ.intensity.10h_2	imputed.log2.LFQ.intensity.10h_3	imputed.log2.LFQ.intensity.10h_4	imputed.log2.LFQ.intensity.12h_1	imputed.log2.LFQ.intensity.12h_2	imputed.log2.LFQ.intensity.12h_3	imputed.log2.LFQ.intensity.12h_4	imputed.log2.LFQ.intensity.14h_1	imputed.log2.LFQ.intensity.14h_2	imputed.log2.LFQ.intensity.14h_3	imputed.log2.LFQ.intensity.14h_4	imputed.log2.LFQ.intensity.16h_1	imputed.log2.LFQ.intensity.16h_2	imputed.log2.LFQ.intensity.16h_3	imputed.log2.LFQ.intensity.16h_4	imputed.log2.LFQ.intensity.18h_1	imputed.log2.LFQ.intensity.18h_2	imputed.log2.LFQ.intensity.18h_3	imputed.log2.LFQ.intensity.18h_4	imputed.log2.LFQ.intensity.20h_1	imputed.log2.LFQ.intensity.20h_2	imputed.log2.LFQ.intensity.20h_3	imputed.log2.LFQ.intensity.20h_4
GstE7	FBgn0063493	22.21176	22.10864	22.40691	22.18088	22.33929	22.38656	22.62101	21.85695	22.48593	22.33364	22.68956	22.79138	26.39906	26.69949	26.30086	26.56334	26.79501	25.78905	26.31631	26.26615	26.47757	26.71712	25.9556	26.67976	26.83195	26.45092	26.38962	26.51259	26.33492	26.36257	26.30508	26.05231	26.25283	26.14957	26.42154	25.41645	26.67748	26.04808	26.63312	26.10057	26.26662	25.90417	26.37953	25.98781	25.29155	26.0687	26.63436	26.51387	26.31448	25.82221	26.49207	26.30032	25.87267	25.72624	25.95307	25.66666
Dp1	FBgn0027835	33.28678	33.18221	33.16021	33.04728	32.87012	33.29008	33.10902	33.41765	33.13075	33.07957	34.1217	32.91618	33.2601	33.36006	33.26752	33.30484	33.38972	33.4111	33.08409	33.29789	32.86799	33.32214	33.09253	33.31757	33.3802	33.33977	33.49536	33.29242	33.171	33.25321	33.10423	33.35731	33.32093	33.4931	33.58688	33.54605	33.49548	33.82459	33.55408	33.56206	34.11977	34.262	33.89094	33.87838	33.78936	33.7353	34.07224	34.00144	34.00135	34.32422	33.84885	34.17318	34.10228	34.16256	33.86821	34.05884
CG5174	FBgn0034345	30.43609	30.26114	29.71006	29.91641	30.28571	29.92521	30.26226	30.03735	29.91527	29.95408	30.11508	29.54217	30.52869	30.50531	31.01903	30.99024	31.00135	30.73788	30.99105	30.74222	31.08423	30.71751	30.7605	31.17439	31.05491	31.06542	30.79545	31.08556	30.76943	30.89959	30.72509	30.90806	30.82472	30.6748	31.18731	30.70331	30.70907	30.82472	30.83221	30.84521	30.70866	30.8064	30.85964	30.87877	29.75565	30.50966	30.74431	31.16967	30.8949	31.12306	30.99611	30.6288	30.17926	30.6507	30.81299	30.6164
CG12263	NA	29.2754	29.54883	29.93086	29.63352	29.41649	29.89228	29.31136	29.89937	30.12682	29.70598	28.8414	30.13553	29.0608	28.99682	28.39215	28.90836	28.79058	28.97553	28.95247	28.65304	28.81696	28.92717	28.61418	28.16595	28.79851	29.09003	28.54587	28.27164	28.9417	28.63183	29.14465	28.65891	28.53096	29.03023	28.11481	28.84903	29.00086	29.18995	28.97473	28.72348	29.362	28.84568	29.11307	28.74124	29.65434	28.7084	28.94598	28.17055	28.31199	27.72019	28.47247	29.11123	29.30513	28.8597	29.06923	28.86201
slim	FBgn0261477	22.20396	21.89908	21.87575	23.34037	23.13301	22.33603	21.85386	22.69389	22.65023	22.46441	22.45629	22.93223	22.6253	22.45761	22.45407	21.20919	22.73918	22.3464	22.61977	22.95499	22.49491	22.62174	22.25378	21.97002	26.32838	26.70094	26.57008	26.49354	26.53473	26.51676	26.36384	26.29232	27.05174	26.93405	27.06676	26.68155	27.39577	27.36466	27.03708	27.18924	26.20725	25.76959	26.00432	25.92458	26.14597	26.44642	26.63781	26.13346	25.13858	25.19704	25.42819	25.33522	22.88969	22.66571	21.64365	21.92058
CG5189	FBgn0034350	26.18847	25.49927	26.86041	27.23562	26.3181	27.1046	26.045	26.31254	27.27355	27.18342	27.49598	27.23471	26.58492	27.04146	27.00534	27.72878	27.26886	26.98945	27.14329	27.28109	27.17016	27.04103	26.83372	27.56861	26.88425	27.35254	26.61835	26.95808	26.78162	26.24196	26.75302	25.4139	27.02221	27.14102	27.19445	27.03244	26.2617	25.36749	26.87279	25.53573	27.6616	26.54766	26.96532	25.99453	26.22615	26.49332	26.90724	24.79541	26.81148	25.69088	27.51529	27.57362	26.56706	26.04197	26.00714	25.46095
CG5190	NA	29.79789	29.87653	29.86115	29.66338	29.63718	29.8127	29.40912	29.8194	29.9698	29.60097	29.39338	29.83094	29.12861	28.63152	29.33505	29.06003	29.16909	29.10754	29.07556	28.99698	29.11212	28.52824	29.21764	28.87156	29.21639	29.2863	28.93975	28.68913	29.06512	28.99237	29.26946	28.89397	28.95235	28.86573	28.35666	29.08365	29.57225	29.30596	29.07429	29.3283	29.17124	29.05235	29.20497	29.38651	29.60033	29.30678	29.47296	29.14696	28.82332	28.46276	29.05085	29.51145	29.27229	29.1279	29.84145	29.71232
GstE11	FBgn0034354	28.56325	28.08182	28.1027	28.34067	28.05822	27.93629	27.94151	27.07643	27.46172	27.60067	27.89035	27.37923	28.53022	28.72683	28.42069	28.89819	29.37148	28.88128	28.29623	28.26056	29.32852	29.01095	28.93725	29.01558	29.16401	28.91059	28.97049	28.67331	28.8529	28.71457	28.37003	28.76995	29.57447	28.30891	29.13023	28.57788	28.62139	28.34206	28.86694	28.07826	28.54826	28.56442	28.56888	28.59602	28.3517	28.42266	28.9188	29.14967	28.71833	28.86251	29.51614	28.63589	28.53716	28.71741	28.94941	28.39962
CG10924	NA	26.80218	27.52522	25.67837	26.70442	24.94726	24.8642	25.24529	25.30554	25.17623	25.14377	25.49434	25.34116	22.85507	22.6199	22.43339	22.50229	22.42799	22.54041	22.66627	22.04435	24.26177	23.90308	24.23147	24.8232	24.87357	25.01606	25.46749	26.18018	30.83605	26.71096	27.3333	27.90673	31.03754	31.25412	29.31307	30.27575	31.54734	31.61417	30.75207	30.99368	33.06256	32.80607	32.57075	32.36016	32.68927	32.7816	32.79037	31.71526	31.99537	31.4747	31.71399	33.0158	32.37456	32.26768	32.11148	31.9316
Pepck	NA	22.59039	22.61197	21.8083	23.07636	22.16907	22.64216	22.66939	22.4924	22.61704	22.46736	22.14282	22.57436	25.70958	26.00971	25.99679	25.77354	26.10199	26.01923	27.38385	25.05726	26.48095	27.00088	26.87009	26.41741	27.41772	25.95607	27.03433	25.94045	27.74881	26.39436	26.73699	26.64966	27.7147	26.73402	27.53237	27.6381	28.25192	28.40742	28.99828	27.31536	28.00153	28.05025	28.68368	28.00935	28.59491	28.91846	28.94609	27.40544	28.85216	29.12283	29.26732	29.22361	29.5727	28.32316	27.99048	27.27586
CG5323	FBgn0034362	28.33667	28.75971	28.67842	28.71976	28.31829	28.82098	28.34587	28.91473	28.58964	28.16135	27.17646	28.9597	29.24642	28.59946	29.41014	29.05551	29.43078	28.5119	28.63644	29.19174	28.74676	28.65745	29.11419	28.9891	29.19854	29.15608	28.39325	28.78347	29.43944	28.85064	29.18357	29.60012	29.40811	29.46677	28.93174	29.60714	29.2269	29.31012	29.03541	29.85353	29.69871	29.342	29.48924	29.63201	27.98441	29.80827	30.03787	30.00129	29.32907	28.86532	29.17234	30.10624	27.4311	29.81388	29.98888	30.34213
CG5335	FBgn0034365	27.25737	27.63699	27.69152	27.05961	27.11902	26.73208	26.81604	26.97967	27.49083	27.00056	27.56176	27.11267	26.96829	26.97771	26.60498	26.91182	26.35815	27.0402	27.31643	27.1041	27.00013	26.75098	27.51224	26.84335	26.91319	26.55296	26.46474	26.64979	26.30365	27.1795	26.88629	26.31803	26.56903	26.60399	26.34414	26.4107	27.09582	26.93977	27.26901	26.47514	26.92059	26.73247	27.06312	27.1672	27.14977	27.15219	27.30435	27.39223	26.79166	27.47553	27.36386	27.66153	27.68251	27.80526	28.2249	28.22168
Sec6	FBgn0266671	26.33217	26.57744	26.76989	27.30348	27.34003	27.04437	27.24027	27.13908	26.35909	26.77881	26.94033	26.63995	28.01164	26.46776	27.43181	27.47615	26.4138	26.56919	27.17902	27.00828	27.3138	27.02718	27.1625	26.95249	27.44213	27.06651	27.32672	26.9292	27.11585	27.443	27.3385	26.95649	27.70273	26.69432	26.91091	27.1899	26.7161	26.88495	27.16978	26.82141	26.7557	27.04166	26.97136	26.88809	26.89631	27.16116	26.88995	26.75735	26.70108	27.13134	27.13301	26.62366	26.8925	26.76142	26.81078	25.7298
Eip55E	FBgn0000566	31.01598	30.72631	30.84521	30.52056	30.80093	30.64924	30.43986	30.66102	30.67565	30.56982	30.54665	30.53649	31.84808	32.1683	32.05291	31.99233	32.02489	31.79943	31.63275	31.5879	32.00035	32.36685	31.7298	32.06404	32.14081	31.83308	32.3399	31.86231	32.18296	31.95982	31.73723	31.69499	32.08756	31.74106	32.18059	31.58786	31.92907	31.69233	31.78589	31.24173	31.6716	31.55092	31.52262	31.65284	31.53982	31.34091	31.2683	31.62997	31.42422	31.41991	31.50682	31.26181	31.52407	31.2394	31.11601	31.08999
Atg7	FBgn0034366	28.94852	28.68053	28.65031	28.39501	28.99623	28.39513	28.96061	27.69697	28.07556	27.39067	28.56001	28.57369	29.21926	29.80427	29.58637	29.36016	29.35706	29.06728	28.95233	29.11677	29.55682	29.47139	29.04515	29.45539	29.63552	29.02789	29.42238	29.40253	29.57833	29.2925	29.09658	29.16852	29.55859	28.98011	29.57946	28.89313	29.51565	28.66258	29.10355	28.72719	28.81326	28.79764	28.79315	28.83687	29.1187	28.772	28.50336	28.82481	28.94268	28.71823	28.98346	28.50745	29.41965	28.60187	27.99938	28.23886
mRpS28	FBgn0034361	29.88323	29.93452	29.89257	29.74122	30.06548	30.20011	29.49167	29.73588	29.58885	29.64979	28.89507	29.61446	29.20345	29.44186	28.94631	28.11093	28.67094	29.52361	28.88116	28.67229	28.94134	29.25131	29.44597	29.10054	29.25757	29.91812	28.18016	29.06052	29.44831	29.02155	28.58079	28.74737	29.22444	29.33204	28.66435	28.76569	29.4833	29.2613	28.91789	29.21507	29.45736	29.16864	28.97347	29.30656	28.39921	29.83578	29.70733	29.81647	29.23224	28.43472	28.65642	29.50256	28.64244	29.37345	29.48333	29.45032
Prp19	FBgn0261119	31.62697	31.32045	31.00772	31.26265	31.50522	30.94998	31.84124	30.9481	31.32962	31.65574	32.54959	32.04261	32.59837	32.27245	32.66854	32.72694	32.76803	32.54377	32.4486	32.63064	32.63599	32.54202	32.55856	32.71313	32.5086	32.5155	32.71745	32.66619	32.65183	32.72143	32.90277	32.7878	32.70685	32.82006	32.69656	32.82922	32.47653	32.50038	32.48332	32.80551	32.97888	32.7283	32.90288	33.04669	32.84944	32.84159	32.85742	32.83996	32.61401	32.57211	32.74401	32.96398	32.75929	32.93236	33.0571	33.11726
CG30118	NA	28.87241	28.37853	28.52683	28.44023	28.75748	28.49971	28.76787	28.58663	28.07107	28.17603	28.51845	27.78687	28.59783	29.16997	28.78375	28.7572	28.32757	28.74137	28.3559	28.64996	28.705	28.93084	28.09456	28.66333	28.74394	28.72712	29.12418	28.82557	28.51473	28.78694	28.32663	28.66458	28.51104	28.30735	29.04265	28.41651	28.25579	28.27853	28.73676	27.76604	27.90667	28.14433	28.30051	28.09386	28.3189	27.92218	27.93865	27.99469	27.98539	28.50177	28.20224	26.18848	28.15441	27.71647	27.31207	27.1931
CG5098	FBgn0034300	22.41398	22.32505	22.85547	23.09786	22.45176	22.18944	22.03956	22.47156	22.85507	22.28112	22.41358	22.46369	25.68464	25.69962	25.7016	25.38342	25.91847	25.98003	26.2311	25.9832	22.36435	22.25832	22.23035	22.52836	22.45555	21.69895	22.51441	22.28601	25.83088	25.66861	25.50891	26.05851	25.97927	25.88626	25.75635	25.94659	25.7659	25.85417	25.56112	25.84103	25.46806	25.7622	25.80458	25.74021	25.47167	26.0338	25.48735	25.42699	26.05438	25.73224	25.83616	25.53425	25.30314	24.98711	25.77688	25.73157
Spn55B	FBgn0028983	22.09717	22.29478	22.67987	22.5527	23.20277	22.38858	21.6649	22.54552	22.44648	22.79443	22.67367	22.79863	22.50757	21.49026	22.51833	21.81398	22.16123	21.75856	22.39094	22.56068	25.37124	25.37802	25.27959	25.56847	24.45205	24.64594	24.9449	24.6749	24.80238	25.13183	25.00359	24.98798	24.88157	24.65108	25.24732	24.85258	25.02549	25.05842	24.68132	24.33824	25.69458	25.03435	25.3684	25.55309	25.50956	26.13618	25.35854	25.37557	26.0547	25.49023	26.02244	25.32667	25.58236	26.33987	26.38744	26.13022
Dip3	NA	22.46023	22.45967	22.41065	22.3905	22.52004	22.57091	22.24182	22.81581	27.46178	25.73678	26.5211	25.29048	26.01936	25.77849	26.15921	25.4148	26.08932	24.95776	25.5708	25.33777	26.29199	25.70475	26.36458	26.06318	25.84643	25.8429	25.67096	26.01257	25.88272	25.97454	25.41705	25.86566	26.19171	26.0312	25.64485	26.4377	25.57222	25.25861	25.59195	25.57051	26.37537	26.44487	26.65308	26.10161	26.49079	26.04739	26.62714	26.53611	26.13952	26.45709	26.38182	26.53527	26.41264	27.06343	26.97596	26.75824
pAbp	FBgn0265297	34.65981	34.73302	34.76233	34.68729	34.75135	34.5345	34.94637	34.75673	34.69172	34.88103	35.49104	34.68885	34.48268	34.70347	34.3208	34.50302	34.39369	34.56127	34.3581	34.3762	34.33757	34.21466	34.25364	34.43924	34.29015	34.28009	34.19564	34.43042	34.11861	34.27573	34.05779	34.39637	34.14634	34.23264	34.58777	34.40496	34.27912	34.28002	34.31419	34.38117	34.43577	34.32241	34.39809	34.64415	34.30212	34.31271	34.25961	34.57548	34.31135	34.49976	34.5959	34.34962	34.49649	34.3013	34.45947	34.32462
CG10914	FBgn0034307	30.49857	30.77258	30.74479	30.47296	30.45493	30.26349	30.10712	30.5612	30.47557	30.56711	29.43251	30.39724	29.65496	29.14844	29.5418	29.54117	29.36459	29.37667	29.81517	29.58293	29.52416	29.38092	29.89124	29.71194	29.56598	29.68142	29.20874	29.57349	29.84348	29.29955	29.66482	29.47077	29.64652	29.32948	28.85973	29.45648	30.13895	29.77132	29.29815	29.22961	29.68448	29.54878	29.40007	29.18983	29.85824	29.51824	29.40147	29.17369	29.3778	28.90902	29.24701	29.83351	29.78539	29.60488	29.81801	29.87531
CG10915	NA	22.29532	22.95545	22.45375	22.28499	22.23166	22.53263	22.77983	22.1351	23.26109	22.0609	22.04251	23.31022	22.166	22.59786	22.80064	22.53816	25.57816	25.75969	25.68359	25.88879	26.19857	26.51714	26.39839	25.56539	26.90862	26.80012	26.69446	26.74179	26.28491	26.2909	26.00194	26.34876	26.50115	26.21517	26.48321	25.64359	27.05858	25.95218	26.34374	26.74945	26.51465	26.17535	26.44798	26.82542	26.67563	26.36841	26.45912	26.84637	26.49772	26.67398	27.17817	26.27026	26.4054	26.08574	26.43035	26.65034
nopo	FBgn0034314	25.69216	26.20997	26.117	25.97214	25.75972	26.01671	25.40949	25.51539	25.63283	26.17013	26.74485	25.83147	22.85888	22.73117	22.91814	22.21493	22.38384	22.7548	22.47663	22.92735	22.81125	22.57234	22.51979	22.54655	22.85302	22.23813	22.60228	22.6845	22.63619	22.36193	22.84902	22.75556	21.99432	22.79578	22.55083	22.63193	22.56902	22.6727	22.29222	22.72443	22.88299	22.76021	22.48165	22.85821	22.41539	22.68491	22.68834	22.42559	22.44919	20.25975	22.41526	22.89778	22.59835	22.01651	22.58367	22.57457
Ote	FBgn0266420	32.65203	32.72002	32.68773	32.77337	32.96432	32.82862	32.54305	33.00646	33.20185	32.8928	32.19985	33.54984	33.04156	32.99991	33.28278	33.14672	33.23521	32.87278	33.14709	33.28278	32.96372	32.72619	33.09268	33.15622	32.99047	32.98167	32.87216	33.03244	32.97295	32.87637	33.29022	33.04541	32.8809	32.97813	32.7956	32.92748	32.73896	32.95603	32.87953	33.26333	32.80349	32.70345	32.81599	32.91641	32.91201	32.73192	32.92539	32.98898	32.75193	32.45022	32.80572	33.0688	32.46575	32.75231	32.83743	32.90922
CG5721	FBgn0034315	29.26573	28.4379	28.70012	27.09356	28.96865	25.74873	28.17912	27.82923	28.19564	28.04526	27.13359	28.12815	29.23768	29.99618	30.16914	30.07368	30.15279	30.33021	29.73454	29.70504	30.16135	30.36035	29.87201	30.07227	30.58145	30.01983	30.3091	29.83065	30.39489	30.41559	29.90555	30.06933	30.83266	30.37544	30.66323	29.81192	30.10099	29.86195	30.16985	29.98264	30.177	30.00611	29.83632	30.61316	28.74727	29.74445	29.94419	30.30378	30.03026	29.94935	30.17831	29.59937	29.33901	29.57533	29.41991	29.63372
CG5726	FBgn0034313	29.33093	29.53319	29.68435	29.87953	29.12253	29.12736	29.68452	29.52612	29.52049	30.56001	31.18972	30.20932	29.88592	29.84101	29.85605	29.80767	29.96099	29.67884	29.88742	29.82586	29.91513	29.82619	29.69167	29.72444	29.88316	29.71988	29.78324	29.72285	29.72379	29.58805	29.37691	29.6397	29.24674	28.69949	29.63313	29.56703	29.30243	29.54248	29.62699	29.03585	28.12869	29.10834	29.05411	29.0747	28.91219	28.71371	29.16349	28.8771	29.10214	29.34617	28.79838	28.85605	29.26437	29.02205	28.73163	28.7082
Nup75	FBgn0034310	31.37498	31.31845	31.32796	31.19666	30.9623	31.35505	31.15918	31.26064	32.00822	31.95352	31.01052	32.76004	32.34279	32.49462	31.96942	32.05466	31.84749	31.75454	32.25127	32.12226	32.10662	31.9901	32.18181	31.98682	31.62305	32.08173	31.90067	31.91915	31.45591	31.92125	31.92295	31.84097	31.69241	31.88489	31.48232	31.84244	31.8706	32.11393	31.66801	31.6847	31.83921	31.81711	31.81841	31.62283	32.11322	31.74891	31.72322	31.50142	31.42282	30.87203	31.5114	31.80182	31.68014	31.69652	31.83951	31.62545
lolal	FBgn0022238	27.52358	27.68432	26.73182	26.14866	27.96494	27.89375	26.83629	26.86053	28.04187	28.04651	27.11048	28.04604	29.16768	29.56198	29.09436	29.49728	29.50347	29.15081	28.85914	28.95649	29.31218	28.90647	28.93086	28.96149	29.81429	29.19357	29.31478	29.21454	29.70761	29.63029	29.48026	29.69667	30.21118	30.08917	29.78706	29.82236	29.92352	29.82611	29.85637	29.97501	30.6077	30.26125	30.46723	30.63157	29.22837	30.77917	30.57597	31.39535	30.26919	29.97583	30.49496	30.63045	28.92702	30.6366	31.06721	31.05213
CG5742	FBgn0034304	22.14067	22.77538	22.30516	21.09549	21.76521	22.46179	21.8871	23.18686	22.49846	22.58131	22.34931	22.40993	22.26575	21.90077	22.76852	22.35532	22.56113	21.85754	22.88908	22.45965	22.45471	22.68445	22.4515	22.45266	22.27822	22.28561	22.85833	22.75866	22.28739	22.27567	23.00106	22.58124	24.22176	24.28404	24.3218	24.37509	24.74485	24.61863	24.70678	24.39123	24.3597	24.65856	24.46949	24.36199	24.91358	24.79526	24.16392	25.04818	24.17287	24.98748	23.85221	24.53392	24.52019	24.71864	24.85243	24.75827
Hsf	FBgn0001222	22.40539	22.80773	22.53147	22.80322	22.37501	22.40591	22.33453	22.65122	22.71698	23.1351	22.57833	22.57776	22.85045	22.33752	22.32039	22.25201	25.18243	25.84723	26.03471	25.54757	25.04891	25.06508	25.02469	25.29418	25.43584	25.34985	25.32498	25.04004	25.94967	25.30682	25.82996	25.49848	26.1205	25.94281	26.12552	25.5254	25.26504	25.47751	25.68993	25.59387	25.32093	25.29922	25.86322	26.27547	26.2503	25.59562	25.23856	26.1563	25.96845	25.77113	25.54171	25.22604	26.53099	26.16125	26.23719	25.2375
stau	FBgn0003520	22.56777	22.53779	22.30678	22.83728	23.30737	22.44094	21.91772	22.49802	26.41383	25.40811	26.30751	25.65446	25.11546	24.96161	24.99229	25.13289	25.3666	25.43233	24.75138	25.27658	25.71462	25.55897	25.62711	25.72273	25.68088	25.60204	25.5128	25.51268	25.77143	25.93035	25.77098	25.67468	26.22626	25.85316	25.80164	25.45456	25.00419	24.54988	25.08585	25.35311	24.74326	25.35854	25.13199	24.95656	25.22029	25.30364	25.04612	25.19622	22.24913	22.5239	22.2141	22.60161	22.54049	22.75585	22.2849	22.3744
CG5757	FBgn0034299	29.50366	29.16137	29.1282	28.37799	29.34259	29.1355	29.80696	29.36688	29.45321	29.21857	28.48374	29.18648	29.45885	30.43599	29.62565	30.08055	30.17212	30.18199	29.90282	29.69985	30.09811	30.17534	29.69418	29.99645	30.34064	29.96348	30.09685	29.91228	29.95435	29.86228	29.44478	29.67607	30.42692	29.75224	30.23706	29.66122	29.66345	29.83623	29.94657	29.55722	29.8282	29.74751	29.39536	29.60205	28.933	29.71892	28.9914	30.04999	30.12756	30.01717	29.79082	29.9204	29.24404	29.76612	29.68157	29.60111
Mapmodulin	FBgn0034282	29.92663	29.19521	29.25043	28.63229	30.01132	29.37518	29.32401	29.34788	28.97071	28.67731	29.29866	29.26103	30.94245	31.06195	31.09735	30.64401	30.89396	31.80605	30.52431	30.62767	31.24116	31.20897	30.42912	31.0613	31.1278	30.90096	31.49691	30.93607	31.22447	31.74427	30.8152	30.62549	31.15056	30.88882	31.76553	31.16069	30.98543	31.0177	30.9899	31.4775	31.43802	31.31262	31.26249	31.50422	31.10599	31.75111	31.0658	31.80047	31.42937	31.72704	31.76351	30.60656	31.07998	31.34467	30.90117	31.09723
thr	FBgn0003701	25.22692	24.55573	25.29495	25.17991	25.65458	25.49007	25.58276	25.47961	22.90197	21.82724	22.73272	22.70032	22.5116	22.5031	22.97739	22.34968	22.42282	22.64603	23.29952	22.80753	22.36265	22.40255	21.8467	22.60538	22.48245	22.67477	22.60724	22.105	22.47965	22.67689	22.89522	22.3299	22.16592	22.41886	22.3347	22.60821	22.91634	23.02452	22.47516	22.28409	22.55197	22.37347	22.56215	22.58653	22.48168	22.33899	22.53001	22.8632	22.40773	22.34862	22.67807	22.51969	22.78772	23.12948	22.64136	22.77472
CG14480	FBgn0034242	22.57763	22.85884	22.29187	22.67434	22.79937	22.73354	22.22318	22.43842	22.61832	22.36	23.7657	22.47522	26.98316	26.65349	26.93629	26.90288	26.93382	27.0625	26.49572	26.59263	27.08659	27.38163	27.55289	27.57643	27.04968	26.7397	27.53964	27.3822	26.9706	27.20713	26.68726	26.86409	27.11585	27.39116	27.65198	27.02749	26.96642	26.98403	27.1931	27.46614	27.2943	26.94347	27.09073	27.11237	26.67519	27.04854	26.96829	27.48239	27.49846	27.60922	27.94017	26.8925	26.8749	27.22444	26.67088	26.90484
Rab4	FBgn0016701	28.96356	29.29916	28.7448	29.19387	29.3994	29.1309	28.86183	28.7422	28.69826	28.44999	28.39946	28.53133	29.04338	28.78082	28.83798	28.91974	29.17453	28.54141	29.00002	28.80206	29.00972	28.8962	29.1745	28.70213	28.93402	29.05675	28.81546	28.38187	29.19819	28.82417	28.95199	28.48378	29.17681	28.62216	27.73557	28.69375	28.46127	28.5065	28.45317	28.25872	28.43066	28.47506	28.4466	28.29426	28.00244	28.48343	28.01271	28.53182	28.61544	28.5458	28.11267	28.26562	27.91747	28.17207	28.11843	27.98457
icln	FBgn0029079	26.80415	26.35104	26.62324	26.69491	27.33381	26.84374	27.6208	26.70108	26.71843	25.95198	26.3813	26.33103	27.41127	27.23114	28.42678	28.2882	27.46022	27.41603	27.68766	28.24704	27.95743	27.64526	27.79278	28.42566	27.35279	27.42118	28.14977	28.45124	27.58556	27.11872	28.16643	28.11093	27.82863	27.90862	28.49274	28.03701	27.57449	26.65581	28.29548	27.56856	27.30226	27.26258	27.676	27.98392	27.26392	27.29246	27.71895	26.92751	27.99286	27.42037	27.36411	26.92309	27.30513	26.8423	27.54235	26.30715
Smurf	FBgn0029006	22.60009	22.25633	22.84121	22.56853	25.60527	25.62455	25.77942	25.10182	27.1054	27.3026	27.59092	27.61063	26.01308	27.18225	27.36336	27.70668	26.818	26.72858	27.71326	27.72012	27.53868	27.84589	27.72228	27.41313	28.06028	27.64575	28.18002	27.75774	28.11317	28.09396	27.71489	27.56522	28.00485	27.41345	27.72273	27.95627	27.36194	27.45372	27.92581	27.4251	27.23206	27.44506	27.11148	27.33688	27.38928	26.90839	27.18792	26.78644	27.9982	27.73312	26.90713	27.03055	27.49312	27.07623	27.20555	27.13966
eIF3-S8	NA	33.30702	32.66873	33.05697	33.54513	33.13667	32.96815	33.47665	32.94886	33.03105	33.68854	34.80169	33.11255	33.10684	33.20273	33.38458	33.29611	33.47218	33.35482	33.14957	33.42342	33.35678	33.48652	33.05768	33.35547	33.31891	33.29844	33.6724	33.4566	33.2832	33.28209	33.31298	33.33658	33.44591	33.32831	33.71641	33.55293	33.29475	33.07761	33.45795	33.47882	33.07863	33.26891	33.41778	33.33698	33.23035	33.10312	33.21377	33.16037	33.38805	33.94681	33.25053	32.99069	33.62908	33.53774	32.88584	32.9057
HPS4	FBgn0034261	22.27684	22.27764	22.62103	22.38106	22.34781	22.87035	22.39042	22.27737	22.04132	22.89551	22.88855	23.23072	22.36395	22.42842	22.66766	22.70639	22.56221	22.74564	22.44986	22.43243	22.51746	22.30225	22.39472	22.18418	22.48388	22.36408	22.42325	22.38548	22.28543	23.00359	22.34621	22.41762	22.16567	23.08554	22.67746	22.4563	22.69116	22.58726	22.39539	22.47545	22.4798	22.5053	22.48935	21.64249	22.45278	22.43657	21.98798	22.38548	23.90568	22.21288	22.31773	22.86547	23.82402	24.24453	24.31665	24.26342
sub	FBgn0003545	27.86803	26.93495	27.25683	27.69046	27.78706	27.19779	28.62645	28.0203	28.04958	28.89302	29.95699	27.78531	27.70444	27.85103	28.17688	28.23932	27.66194	28.51228	28.07454	28.17155	28.43476	28.33356	28.06255	28.23494	28.02274	28.18999	28.60222	28.10769	28.00614	28.3396	27.47174	27.69657	27.87502	27.48178	28.48339	28.18561	27.81787	27.56747	27.70794	27.55508	28.21789	27.67902	27.58921	27.35464	26.14635	27.75411	27.32937	27.24617	27.14482	28.40048	26.73622	26.67613	27.47815	27.02454	26.72364	26.31046
